Company_name,Description
Colgate Global Business Services,IT Services & Consulting 
BlueBinaries Engineering and Solutions,Software Product 
Elixr Labs Technologies,IT Services & Consulting 
Hema's Enterprises,IT Services & Consulting 
Simple Logic IT,IT Services & Consulting 
Isha Foundation,Non-Profit 
Artech,Architecture & Interior Design 
Reserve Bank Information Technology,IT Services & Consulting 
Kemin Industries,Biotechnology 
Oerlikon Balzers,Metals & Mining 
Sarla Advantech,Engineering & Construction 
Indovision Services,IT Services & Consulting 
Ideaforge Technology,Internet 
Decorpot,Architecture & Interior Design 
Unity Infraprojects,Engineering & Construction 
BSL,Fashion & Textile 
Dembla Valves,Engineering & Construction 
Gokaldas Images,Fashion & Textile 
Birla Sun Life Mutual Fund,Insurance 
Sun Pharma Advanced Research Company,Pharma 
Institute of Advance Network Technology,Education & Training 
La opala rg,Retail 
Bhashyam Educational Institutions,Education & Training 
Kasturba Medical College,Education & Training 
North West Carrying Co.,Logistics 
APPL Industries,Chemicals 
P&R Infraprojects,Engineering & Construction 
Sakthi Finance,Financial Services 
Randox Laboratories India Private Limited,Medical Equipment 
DigitalTrack Solutions,IT Services & Consulting 
Hind Terminals,Logistics 
Damac Properties,Real Estate 
Saint-Gobain Weber,Engineering & Construction 
BBD University,Financial Services 
TopHawks,Recruitment 
Kruger Ventilation Industries,Industrial Machinery 
G Plast,Electronics Manufacturing 
Huber Suhner Electronics,Electrical Equipment 
Shriji Polymers,Packaging 
Best Value Chem,Chemicals 
AVON TUBETECH,Iron & Steel 
Unique Pharmaceutical Laboratories,Pharma 
DULSCO,Recruitment 
Harness,Software Product 
Benzo Chem Industries,Chemicals 
Transworld Group of Companies,Logistics 
Virgo Group,1k-5k Employees 
Six Red Marbles,EdTech 
MDeverywhere India,IT Services & Consulting 
New Holland,Greater Noida +20 more
DAIMLER TRUCKS ASIA,501-1k Employees 
Nissin Abc Logistics,Logistics 
Han River Technology,51-200 Employees 
Mando Softtech,Auto Components 
Simeio Solutions,IT Services & Consulting 
Kalinga Commercial Corporation,Metals & Mining 
Knowlarity,BPO 
Mechanical Contracting and Services Company,Engineering & Construction 
ADNOC Distribution,Oil & Gas 
XYXX Apparels,Fashion & Textile 
Dhatsol IT Solutions,51-200 Employees 
DiGiSPICE,Hardware & Networking 
Intello Labs Pvt Ltd,IT Services & Consulting 
Outbooks Outsourcing,Accounting & Auditing 
Toppscholars,EdTech 
Cashfree Payments,FinTech 
V2soft,IT Services & Consulting 
Firepro Systems,Law Enforcement & Security 
Sun Business Solutions,IT Services & Consulting 
TaeguTec,Industrial Machinery 
Tamil Nadu Electricity Board,Power 
Atlassian,IT Services & Consulting 
Capricot Technologies,IT Services & Consulting 
Skanray Technologies,Medical Equipment 
Acebright Pharma,Pharma 
Nxtgen Datacenter Cloud Technologies,IT Services & Consulting 
Duncans Industries,Food Processing 
Demech Chemical Products,Chemicals 
Telecomone Teleservices,Telecom 
Luxottica India Eyewear,Fashion & Textile 
Suncity Projects,Real Estate 
BML Munjal University,Education & Training 
Dewar's Garage,Automobile 
Howe Engineering Projects,Engineering & Construction 
Lumax Mannoh Allied Technologies,Auto Components 
SCOPE T&M,Import & Export 
Utracon Structural Systems,Engineering & Construction 
Believers Church Medical College Hospital,Healthcare 
Amoda Group of Industries,Metals & Mining 
Kshema Power And Infrastructure Company,Power 
Openview Technologies,IT Services & Consulting 
Indian Potash,Agro Chemicals 
Adhunik Power,Power 
Machino Polymers,Petrochemicals 
Empire Spices & Foods,FMCG 
LG Polymers,Chemicals 
Saboo RKS Motor,Automobile 
Steelcase Asia Pacific Holdings India,Furniture & Furnishing 
Sony Pictures Networks,Mumbai +13 more
Academor,Education & Training 
FANUC,Industrial Machinery 
Krishna Institute of Medical Sciences,Healthcare 
Futures First info Services,Financial Services 
AccioJob,EdTech 
TuringMinds,Hyderabad / Secunderabad +5 more
Wavin,5k-10k Employees 
ICE Data Services,Financial Services 
SHL,Recruitment 
Medicover Fertility,Healthcare 
Metro Brands,Fashion & Textile 
Linux Laboratories,Pharma 
Ecs Me Llc,IT Services & Consulting 
Modern Informatics,IT Services & Consulting 
Iprogrammer Solutions,IT Services & Consulting 
Shiksha Financial Services India,Financial Services 
Zen Technologies,Consumer Electronics & Appliances 
Trellix,Hardware & Networking 
Thoucentric,Management Consulting 
FreshToHome,Retail 
Premsons Motor Udyog,Auto Components 
Deqode,IT Services & Consulting 
Gopalan Enterprises,Real Estate 
Kushal's Fashion Jewellery,Jewellery 
SOTI,Software Product 
Vayam Technologies,IT Services & Consulting 
Chumbak Design,Retail 
Finicity,Financial Services 
Raja Software Labs,IT Services & Consulting 
SHM Shipcare Private Limited,Ports & Shipping 
Digital Web Solutions,IT Services & Consulting 
Shiksha.com,Internet 
Komal Tex Fab,Fashion & Textile 
Precision Group,IT Services & Consulting 
Capstone Securities Analysis,Financial Services 
Vasant Masala,Retail 
JSS Medical Research,Clinical Research 
Bioworld Merchandising,Retail 
UCC,Engineering & Construction 
Rotary Engineering,Oil & Gas 
Transaction Solution International India,IT Services & Consulting 
Sanathan Textiles,Fashion & Textile 
Ukay Metal Industries,Metals & Mining 
Indivillage Tech Solutions,IT Services & Consulting 
Azuga Telematics,Software Product 
PPS International,Industrial Machinery 
Dd Motors,Automobile 
Dar Al Riyadh Consultants,Architecture & Interior Design 
Storia Foods,Beverage 
Shemford Futuristic School,Education & Training 
Radio City 91.1 FM,Broadcasting 
Cheminova,Agriculture 
Amalgamations Valeo Clutch,Auto Components 
CommVault,Software Product 
"East Wind Footwear Company Ltd.,",Fashion & Textile 
Skylex Technologies,51-200 Employees 
Unipath Specialty Laboratory,Healthcare 
W Pratiksha Hospital,Healthcare 
Geo Designs And Research,Engineering & Construction 
iServeU,FinTech 
MINI MUTHOOTTU NIDHI K,NBFC 
Easy Home Finance,FinTech 
L&T Minerals & Metals,Engineering & Construction 
Hipower Support Center,BPO 
Thriveni Sainik Mining,Metals & Mining 
Repos Energy,Power 
Kärcher Cleaning Systems,201-500 Employees 
Evolve Back Luxury Resorts,501-1k Employees 
India Post Payments Bank,Banking 
Indian Red Cross Society,Non-Profit 
JMT Auto,Auto Components 
Jal International,Oil & Gas 
The World Bank,Banking 
K7 Computing,IT Services & Consulting 
Appiness Interactive,IT Services & Consulting 
Plr Projects,Engineering & Construction 
Sapphire Infocom,IT Services & Consulting 
Century Real Estate,Real Estate 
Minda Silca Engineering,Industrial Automation 
Modern Construction Company,Engineering & Construction 
Kef Infrastructure India,Engineering & Construction 
Ejadah asset Management group,Real Estate 
Varrsana Ispat,Engineering & Construction 
Galaxy Toyota,Automobile 
Encore Healthcare,Pharma 
Sud Chemie,Chemicals 
Apicore Pharmaceuticals,Pharma 
Panchayati Raj Department,Government 
Broadcast Engineering Consultants India,Government 
Motherson Molds And Diecasting,Auto Components 
Kalburgi Cement,Building Material 
HM Constructions,Engineering & Construction 
Intelligent Image Management Inc,BPO 
Rama group,Real Estate 
Accu Pack Engineering,Engineering & Construction 
Supertron Electronics,IT Services & Consulting 
Kabra Extrusion Technik,Industrial Machinery 
Rishi Laser,201-500 Employees 
Princeware,Petrochemicals 
Besmak Components,Auto Components 
Vardhman Acrylics,Fashion & Textile 
Superon Schweisstechnik India,Electronics Manufacturing 
Ezeego One Travel Tours,Travel & Tourism 
Rishita Developers,Real Estate 
Statusneo,IT Services & Consulting 
Q Tech Microelectronics India,10k-50k Employees 
Advocate office,New Delhi +40 more
Fairdebt Solutions,BPO 
SKS Business Services,Accounting & Auditing 
Vegrow,Internet 
Stats Perform,Sports & Recreation 
SE2 DIGITAL SERVICE LLP,IT Services & Consulting 
Usha Armour,Law Enforcement & Security 
Happay,Software Product 
Experian,IT Services & Consulting 
Asian Institute of Gastroenterology,Healthcare 
Euronet Global Development Center,FinTech 
Stats Perform,Sports & Recreation 
Agrim,Agriculture 
SE2 DIGITAL SERVICE LLP,IT Services & Consulting 
Cxc Infotech,Financial Services 
SS Construction,Engineering & Construction 
Global Payments,FinTech 
SSP India,IT Services & Consulting 
Lister Technologies,IT Services & Consulting 
Kalindee Rail Nirman (E),Telecom 
Zenith Leisure Holidays,Travel & Tourism 
IDP IELTS,Education & Training 
Avacend Solutions,Recruitment 
National Corporation for Tourism & Hotels,Travel & Tourism 
Mythri Infra,Engineering & Construction 
Teemage Precast In,Engineering & Construction 
COSMO Infrasolutions,Telecom 
Promac Engineering Industries,Industrial Machinery 
Hindustan Shipyard,Ports & Shipping 
Ashiana Homes,Real Estate 
Sugal & Damani,51-200 Employees 
School of Scholars,Education & Training 
Sourcefuse Technologies,IT Services & Consulting 
The Flights Guru Infotech,Travel & Tourism 
Jumeirah International,Hospitality 
Greendot Health Foods,FMCG 
Provab Technosoft,IT Services & Consulting 
Pricol Engineering Industries,Auto Components 
Paramount,IT Services & Consulting 
Amrit Bottlers,Beverage 
Symantec Software Solutions,IT Services & Consulting 
Apeejay Surrendra Group,FMCG 
IMCO Engineering & Construction,Engineering & Construction 
Le Marche,Retail 
Hindusthan Engineering & Industries,Industrial Machinery 
Smile Electronics,Electronics Manufacturing 
Lavie World,Retail 
SSP India,IT Services & Consulting 
Marvel Realtors,Real Estate 
iPlace,201-500 Employees 
Velocity Software Solutions,IT Services & Consulting 
Unicom Infotel,Telecom 
Wunderman,Marketing & Advertising 
Krishna Enterprises,Industrial Machinery 
The Zuri Hotels & Resorts,Hospitality 
Nichino,501-1k Employees 
EDUGORILLA COMMUNITY,Education & Training 
Abryl Laboratories Manufacturing Unit,Pharma 
FLINTO LEARNING SOLUTIONS,Education & Training 
KMC HOSPITAL,Healthcare 
Mindtree Solutions,IT Services & Consulting 
SPS Hospitals,Healthcare 
Boult Audio,Consumer Electronics & Appliances 
Exotel,Internet 
SS Construction,Engineering & Construction 
MicroGenesis CADSoft,Software Product 
Lister Technologies,IT Services & Consulting 
Global Payments,FinTech 
Convergent Wireless Communications,Telecom 
Lakshmi Electrical Control Systems,Electrical Equipment 
Teemage Precast In,Engineering & Construction 
Avacend Solutions,Recruitment 
IDP IELTS,Education & Training 
Ghaziabad Precision Products,Automobile 
COSMO Infrasolutions,Telecom 
National Corporation for Tourism & Hotels,Travel & Tourism 
Sagacious IP,11-50 Employees 
Bubugao Communication,51-200 Employees 
Xihi Technology,Electronics Manufacturing 
Kimia Biosciences,Pharma 
Epicu Agro Products,Food Processing 
Mythri Infra,Engineering & Construction 
Alphamed Formulations,Pharma 
Naiknavare Developers,Real Estate 
Funskool India,Other 
Medsource Ozone Biomedicals,Pharma 
Commerce Pundit,IT Services & Consulting 
EDUGORILLA COMMUNITY,Education & Training 
Boult Audio,Consumer Electronics & Appliances 
Exotel,Internet 
GAP IT Services India,IT Services & Consulting 
Tech Firefly,IT Services & Consulting 
FLINTO LEARNING SOLUTIONS,Education & Training 
SEEDWILL CONSULTING,Real Estate 
Abryl Laboratories Manufacturing Unit,Pharma 
Turing,Internet 
Teqtous Inc,IT Services & Consulting 
Jayasree Techno Solutions,Chemicals 
REC Power Development and Consultancy,Gurgaon / Gurugram +26 more
DesiChef,Ludhiana +9 more
Anand Rathi Wealth Management,Financial Services 
F5 Networks,IT Services & Consulting 
Hitachi Solutions,IT Services & Consulting 
Smile Foundation,Non-Profit 
Seagate,Hardware & Networking 
Twin Health,Healthcare 
Amplifon,Medical Equipment 
F5 Networks,IT Services & Consulting 
RELX Group,Internet 
Finoit Technologies,IT Services & Consulting 
Press Fit Pipe And Profile,Building Material 
AIMLAY,Education & Training 
Envision Enterprise Solutions,IT Services & Consulting 
INFAC,Auto Components 
Vijay Raja Homes,Real Estate 
Batliboi,Industrial Machinery 
Knack Systems,IT Services & Consulting 
Dolphin Sutures,Medical Equipment 
Enrich Agro Food Products,FMCG 
Genus Innovation,Power 
Raj Industries,Packaging 
Viraj Projects,Real Estate 
Recaero,Aviation 
Primetals Technologies,Industrial Machinery 
City Hospital,Healthcare 
Anyone Home,Internet 
Sterling Auxiliaries,Chemicals 
Shrinath Rotopack,Packaging 
Clinic Dermatech,Beauty & Personal Care 
Shrachi Group,Real Estate 
Mahindra Aerospace,Defence & Aerospace 
Airtel Africa,Telecom 
Vasu Healthcare,Healthcare 
Lazza Ice Creams,Food Processing 
Winkies,Kolkata +17 more
MNC AUTOMATION,Industrial Automation 
Jawaharlal Nehru Medical College,Education & Training 
Radiate E Services,BPO 
Voltamp Transformers,Electrical Equipment 
Classteacher Learning System,EdTech 
Multi Commodity Exchange of India,Financial Services 
Government of Gujarat,Government 
Cambridge School,Education & Training 
Sterling Accuris Wellness,Healthcare 
O3 Hire,Management Consulting 
Roha Housing Finance,Financial Services 
PETROCON ENGINEERS AND CONSULTANTS,Engineering & Construction 
Specsmakers Opticians,Retail 
ZTT,Industrial Machinery 
Tcs And Associates,51-200 Employees 
Gurukul School,Education & Training 
Maruti Suzuki Arena KTL,11-50 Employees 
GMR DIAL,Engineering & Construction 
Exclusífe Technosoft,Retail 
Real Estate Group,Real Estate 
Sandip University,Education & Training 
Amalgam Steel,Iron & Steel 
PPMS Field Marketing,501-1k Employees 
Hitachi Rail STS,Railways 
IILM,Education & Training 
Kalyaniwalla & Mistry,Accounting & Auditing 
Mahanagar Telephone Nigam,Telecom 
Medical Trust Hospital,Healthcare 
LKP Securities,Financial Services 
Computer Generated Solutions,IT Services & Consulting 
GlowTouch Technologies,BPO 
Pearson,Education & Training 
Gitarattan International Business School,Education & Training 
Sankei Giken,Auto Components 
E C R Buildtech,51-200 Employees 
Karbonn Mobile,Electronics Manufacturing 
Parle International,Mumbai +36 more
Cardinal Health,Healthcare 
United Biotech,Pharma 
Caterpillar Signs,Printing & Publishing 
Phronesis Partners,Analytics & KPO 
Bhavani Erectors,Engineering & Construction 
Sigma Corporation India,Auto Components 
Shri Ram Murti Smarak Institute of Medical Sciences,Education & Training 
HPI,Internet 
SoCoMo Technologies,Internet 
Any wear,Fashion & Textile 
Aljaber Engineering,Engineering & Construction 
Ibg Fincon Solutions,Financial Services 
Vee Gee Auto Components,8 years old 
Mumbai District Central Co-operative Bank,Banking 
Pasa Resources,Agro Chemicals 
Apollo Home Healthcare,Healthcare 
Brahmaputra Cracker and Polymer,501-1k Employees 
Ortel Communications,Media & Entertainment 
Kalinga University,Education & Training 
Cico Technologies,Chemicals 
S K Samanta & Co,Engineering & Construction 
Wizertech Informatics,IT Services & Consulting 
Chloride Metals,201-500 Employees 
U K Paints,Building Material 
YCH Logistics,Logistics 
Global Talent Track,Education & Training 
SHRI LAKSHMI STEEL SUPPLIERS,Iron & Steel 
Titan Biotech,Agro Chemicals 
Learning Routes,EdTech 
Injectoplast,Auto Components 
Believe Cosmetics,Bangalore / Bengaluru +15 more
Welcomhotel By ITC Hotels,New Delhi +19 more
Wardwizard Innovations & Mobility,Automobile 
Omni Hospital,Healthcare 
The Digital Group Infotech,IT Services & Consulting 
Itron,Waste Management 
MicroGenesis Techsoft,IT Services & Consulting 
The Judge Group,Recruitment 
Bhutani Group,201-500 Employees 
Morpheus Human Consulting,11-50 Employees 
Govt of Karnataka,Government 
Reliance Footprint,Retail 
Chaitanya Projects Consultancy,Financial Services 
Khosla Profil,Fashion & Textile 
Integrated Resources,Recruitment 
IMA-PG,Medical Equipment 
On Demand Agility Software,IT Services & Consulting 
Garuda Polyflex Foods,FMCG 
Mac Chem Products,Pharma 
Merino Panel Products,Furniture & Furnishing 
Farnek Averial,Facility Management Services 
Absotherm Facility Management,Facility Management Services 
Europ Assistance India,Insurance 
Intec Infra-Technologies,Architecture & Interior Design 
Sietz Technologies,Auto Components 
SMC Real Estate Advisors,Real Estate 
Affinity Global Advertising,Marketing & Advertising 
Advanced Medtech Solutions,Medical Equipment 
Primeone Workforce,Recruitment 
Mangalore Chemicals & Fertilizers,Agro Chemicals 
Layam Management Solutions,Recruitment 
Core Energy Systems,Power 
HIDADA,Engineering & Construction 
Minda Vast Access Systems,Law Enforcement & Security 
Prabha Industries,Chemicals 
Chirayu Medical College & Hospital,Healthcare 
INOXCVA,Financial Services 
Colan Infotech,IT Services & Consulting 
Copart,Automobile 
Lavya Associates HR Services,Recruitment 
Vydehi Institute Of Medical Sciences And Research Centre,Healthcare 
KLM Laboratories,Pharma 
Community Health Center,Healthcare 
Doctors for you,Non-Profit 
Paisalo Digital,NBFC 
S.K.B. Builders,Engineering & Construction 
International Centre for Automotive Technology,Auto Components 
Daurala Sugar Works,Food Processing 
Arvind Textile Mills,Fashion & Textile 
Garments India,Fashion & Textile 
Computer Technologies,IT Services & Consulting 
21North,Internet 
JAAC TECHNO SERVICES,Industrial Machinery 
Emonics,201-500 Employees 
JUNIPER GREEN ENERGY,Power 
Great Champ Technology Limited,EdTech 
Utsav Fashion,Internet 
Optimize IT Systems,IT Services & Consulting 
Aditya Auto Products & Engineering,Auto Components 
DDF Consultants,Healthcare 
Doosan Babcock,Engineering & Construction 
Applied Solar Technologies India,Internet 
Chevrolet,Automobile 
Opus Software Solutions,Pune +6 more
Signity Solutions,IT Services & Consulting 
Sanjay Ghodawat Group,Food Processing 
Shetty Infraservices,IT Services & Consulting 
Hotel Hindusthan International,Hospitality 
Acro Paints,Building Material 
On Demand Agility Software,IT Services & Consulting 
Merino Panel Products,Furniture & Furnishing 
Garuda Polyflex Foods,FMCG 
Mac Chem Products,Pharma 
Park Avenue,Beauty & Personal Care 
Carillion Alawi LLC,Facility Management Services 
Robo Silicon,Metals & Mining 
Saroj Educational Group,Education & Training 
Jain Farm Fresh Foods,FMCG 
Lavya Associates HR Services,Recruitment 
BEC Chemicals,Pharma 
Mody University Science Technology,Education & Training 
JAAC TECHNO SERVICES,Industrial Machinery 
Lark Laboratories (I),Pharma 
Qapitol Qa,IT Services & Consulting 
KLM Laboratories,Pharma 
Saroj Educational Group,Education & Training 
Aditya Birla Idea Payments Bank,FinTech 
Lark Laboratories (I),Pharma 
inMorphis Services,IT Services & Consulting 
BANKEDGE,Education & Training 
Disposafe Health And Life Care,Medical Equipment 
TEXILA AMERICAN UNIVERSITY,Education & Training 
New Swan Multitech,Industrial Machinery 
M.B.A Consulting India,Financial Services 
Monotech Systems,Printing & Publishing 
M Intergraph Systems,IT Services & Consulting 
Bestech Group,Real Estate 
SJS Enterprises,Auto Components 
Park Avenue,Beauty & Personal Care 
Carillion Alawi LLC,Facility Management Services 
Mody University Science Technology,Education & Training 
Apeejay School,Education & Training 
Defsys Solutions,Defence & Aerospace 
Srinivasa Farms,Food Processing 
Antara Senior Living,Real Estate 
SMSlocal,Mumbai +2 more
Centex Exports,Fashion & Textile 
Parle Global Technologies,Pharma 
HyTech Professionals,IT Services & Consulting 
Cello,Retail 
Foxlink India Electric,201-500 Employees 
AppLogiQ,IT Services & Consulting 
JPM INDUSTRIES,Industrial Machinery 
FINPLAN INTERNATIONAL EDUCATION,Education & Training 
AddWeb Solution,IT Services & Consulting 
CADS Software,IT Services & Consulting 
Cosma International India,Auto Components 
Ganga Medical Centre & Hospitals,Healthcare 
Infoblox,IT Services & Consulting 
Pentair Water India,Industrial Machinery 
Walmart Labs,Bangalore / Bengaluru +3 more
Royal Cyber,IT Services & Consulting 
ATC India Tower Corporation,Telecom 
The Walt Disney Company,Media & Entertainment 
Futran Solutions,Software Product 
BCForward,IT Services & Consulting 
Cubic Transportation Systems,IT Services & Consulting 
New Horizon College of Engineering,Education & Training 
NNE,Engineering & Construction 
Pearl Academy,Education & Training 
Simbhaoli Sugars,Food Processing 
SecureNow Insurance Broker,Insurance 
Sarvatra Technologies,FinTech 
iPlaceUSA,Recruitment 
Yoma Multinational Solutions,Recruitment 
Oswal Woollen Mills,Fashion & Textile 
Mahabal Group of Industries,Auto Components 
Cascade Revenue Management,IT Services & Consulting 
Zamil,Financial Services 
B.P. Poddar Hospital & Medical Research,Healthcare 
GD Goenka International School,Surat +9 more
Kintetsu World Express,Logistics 
Norwin Technologies,IT Services & Consulting 
Medicamen Biotech,Pharma 
Seaways Shipping Logistics,Logistics 
Hetro Pharma,Pharma 
Ashwini Hospital,Healthcare 
SUNDIRECT,17 years old 
Parekh Group,Logistics 
Swaraj Automotives,Auto Components 
AJ Hospital and Research Centre,Healthcare 
Eclat Health Solutions,Financial Services 
Chiripal Group,10k-50k Employees 
Anglo-French Drugs & Industries,Pharma 
Asian Colour Coated Ispat,Metals & Mining 
Digital Academy 360,Education & Training 
Freshers Universe,IT Services & Consulting 
FINE COMPONENTS AND TOOLS,Industrial Machinery 
Sirca Paints India,Chemicals 
Punjab State Power Corporation,Power 
LambdaTest,Software Product 
Simpl,Internet 
Apex Kidney Care,Healthcare 
Oxalis Pharmaceuticals,Pharma 
Kun Hyundai,Automobile 
Asia Motor Works,Auto Components 
WHSmith,Retail 
MPMKVVCL,Government 
Orient Blackswan,Printing & Publishing 
Indu Projects,Engineering & Construction 
Securonix,Internet 
Techtree It Systems,IT Services & Consulting 
SISA Information Security,Hardware & Networking 
Josh Software,IT Services & Consulting 
SoftProdigy System Solutions,IT Services & Consulting 
Transdyne IT Services,IT Services & Consulting 
Safety Circle,Facility Management Services 
East West Seeds,FMCG 
CL MICROMED,Medical Equipment 
Ars Traffic And Transport Technology,IT Services & Consulting 
China Steel Corporation,Metals & Mining 
WEBSOL ENERGY SYSTEMS,Semiconductors 
HES Infra,Engineering & Construction 
Jhajharia Nirman Limited,201-500 Employees 
Smartchem Technologies,Agro Chemicals 
Das Writing Services,Internet 
Vhb Medi Sciences,Pharma 
Solenis,Chemicals 
BG LIIN Electrical,51-200 Employees 
Sarda Metals & Alloys,Metals & Mining 
Erection Instrumentation,Pharma 
CISB,Law Enforcement & Security 
Jss Pro Services,Financial Services 
Fourth Partner Energy,Power 
codeMantra,IT Services & Consulting 
Louis Dreyfus Commodities,501-1k Employees 
Deepak Novochem Technologies,Chemicals 
Bundy India,Auto Components 
Gvk Power & Infrastructure,Aviation 
Sms Envocare,Waste Management 
Nipro Medical,Healthcare 
Ruban Memorial Hospital,Healthcare 
Consultancy Services,Recruitment 
Gainwell Technologies,IT Services & Consulting 
Conde Nast India,Printing & Publishing 
ProProfs,Software Product 
Via.com,Media & Entertainment 
Trustline Securities,Investment Banking / Venture Capital / Private Equity 
Meghmani Group,Dahej +8 more
DLV Software,IT Services & Consulting 
Merkle,1k-5k Employees 
Tracks Components,1k-5k Employees 
Learnbay,Bangalore / Bengaluru +2 more
Sequretek It Solutions,Emerging Technologies 
ATPI,Travel & Tourism 
Golcha Associated Group,Metals & Mining 
Axis Asset Management Company,Financial Services 
Galderma,Healthcare 
IG Infotech India,IT Services & Consulting 
Ecolab Digital Center,IT Services & Consulting 
Trinity Touch,Electrical Equipment 
Tricon Infotech,IT Services & Consulting 
SAL STEEL,Iron & Steel 
ETP International,Power 
RFCL,Agro Chemicals 
Kingdom of Dreams,Media & Entertainment 
BPO Systems,IT Services & Consulting 
Mahaveer Group,Real Estate 
C & C Constructions,Engineering & Construction 
Worldwide Oilfield Machine,Oil & Gas 
SRIT,IT Services & Consulting 
Scott Edil Pharmacia,Pharma 
Renishaw,Industrial Automation 
Tiwana Oil Mills,Food Processing 
ALBANY MOLECULAR RESEARCH INC,Pharma 
Goddres Pharmaceuticals,Pharma 
S Mobile Devices,Consumer Electronics & Appliances 
Mgm Hospital,Healthcare 
RFCL,Agro Chemicals 
Viom Networks,Telecom 
Saviance Technologies,IT Services & Consulting 
Synergy Systems & Solutions,Industrial Automation 
Ori-Plast,Petrochemicals 
Fourth Dimension Technologies,IT Services & Consulting 
Lotus Valley International School,Education & Training 
Sumitomo Mitsui Banking Corporation,Financial Services 
Alps Industries,Fashion & Textile 
Manikgarh Cement,Building Material 
Renu Electronics,Industrial Automation 
Good Health Tpa Services,Insurance 
Manipal Group,Healthcare 
Lotus Valley International School,Education & Training 
Sparsh BPO Services,BPO 
Srmb Steel,Iron & Steel 
Arkade Group,Real Estate 
Sobha Engineering Contracting,Engineering & Construction 
Delhi Integrated Multi Modal Transit System,Urban Transport 
Driplex Water Engineering,Waste Management 
Freudenberg Gala Household Product,Consumer Electronics & Appliances 
Alice Blue Commodities,FinTech 
BESIX,Engineering & Construction 
Fitkids Education and Training,Education & Training 
Kyocera Document Solutions India,Printing & Publishing 
Fourth Dimension Technologies,IT Services & Consulting 
Andhra Petrochemicals,Chemicals / Agri Inputs 
SeedWorks International,Agriculture 
Accord Software & Systems,Software Product 
Goqii,Fitness & Wellness 
Vertexplus Technologies,IT Services & Consulting 
Myanatomy Integration,Recruitment 
Aloft Hotels,Hospitality 
SDP & Associates (Office),Accounting & Auditing 
Insurance Company,Real Estate 
FINNEW SOLUTIONS,Financial Services 
Ceipal,Software Product 
Allyis India,IT Services & Consulting 
JPM Group,Auto Components 
Hsbc bank Hdpi,Hyderabad / Secunderabad +8 more
Sourcedesk Global,IT Services & Consulting 
iTech India,IT Services & Consulting 
Qarmatek Services,Facility Management Services 
Mymd Healthcare,Internet 
CARS24 Financial Services,Gurgaon / Gurugram +20 more
Apollo Cradle,501-1k Employees 
BPO Systems,IT Services & Consulting 
Moolya Software Testing,IT Services & Consulting 
Kingdom of Dreams,Media & Entertainment 
Shiv Nadar University,Education & Training 
C & C Constructions,Engineering & Construction 
Advance Auto Parts,Auto Components 
AbsolutData,IT Services & Consulting 
SoftNice,IT Services & Consulting 
Kingfisher Airlines,Aviation 
Sher-I-Kashmir Institute of Medical Sciences,Healthcare 
ALBANY MOLECULAR RESEARCH INC,Pharma 
Tiwana Oil Mills,Food Processing 
Sharadha Terry Products,Fashion & Textile 
S Mobile Devices,Consumer Electronics & Appliances 
Mgm Hospital,Healthcare 
SVG Express Services,BPO 
Scott Edil Pharmacia,Pharma 
Renishaw,Industrial Automation 
Bhash Software Labs,Software Product 
Bangalore Metro Rail Corporation,Urban Transport 
BHARAT TECHNO PLAST,Auto Components 
Goddres Pharmaceuticals,Pharma 
Dhanuka Laboratories,Pharma 
Radiant Hitech Eng,Industrial Machinery 
Jolly Containers,Petrochemicals 
Mindbody,IT Services & Consulting 
Daksh eServices,BPO 
Tata Steel Mining,Metals & Mining 
RICE GROUP,Education & Training 
U&D Square Solutions,IT Services & Consulting 
Trinity Engineers,Automobile 
Panasonic Energy India Co,Auto Components 
Pooja Forge,Industrial Machinery 
Rhydburg Pharmaceuticals,Pharma 
Usha Fire Safety Equipments,Industrial Machinery 
Premier Irrigation Adritec,Agriculture 
Planit Testing India,IT Services & Consulting 
CR3,Facility Management Services 
Zynova Shalby Multispecialty Hospitals,Healthcare 
Ice Mortgage Technology,Software Product 
Agon IT Solutions,51-200 Employees 
CAPLIN STERILES,11-50 Employees 
Integrace Health,Pharma 
CoinDCX,Emerging Technologies 
Mylab Discovery Solutions,Internet 
Pactera Edge,IT Services & Consulting 
NimbusPost,Logistics 
Krishna Ishizaki Auto,Automobile 
Johnson Electric,Electronics Manufacturing 
Verint Systems,IT Services & Consulting 
Mobily Infotech,Telecom 
Herman Miller,Furniture & Furnishing 
UpMan Placements,Recruitment 
Sartorius Stedim India,Biotechnology 
GSS Infotech,IT Services & Consulting 
Sarva Shiksha Abhiyan,Non-Profit 
Rotomaker,Animation & VFX 
Redington Group,IT Services & Consulting 
International SOS,Healthcare 
Mcnally Sayaji Engineering,Industrial Machinery 
BYD Electronics,Electronics Manufacturing 
Kyb Conmat,Industrial Machinery 
Pyramid E Services,Education & Training 
Brindavan Bottlers,Beverage 
Tbs India Telematic Biomedical Services,Healthcare 
Nando's,Hospitality 
AIT Global,IT Services & Consulting 
Auriga Research,Analytics & KPO 
International Paper APPM,Pulp & Paper 
Azure Knowledge Corporation,Analytics & KPO 
Pavna Group of Industries,Auto Components 
Elcomponics Sales,Electronics Manufacturing 
Sovereign Health,Fitness & Wellness 
Dynamic Engineering,Industrial Machinery 
Vikram Tea,Financial Services 
JK Organisation,Auto Components 
Ascentrik Research Services,IT Services & Consulting 
Akorn,Pharma 
